,accuracy,computationtime,dataset,kfolds,max,mean,method,min,std,trees
107,0.865675403226,1.07899999619,bladder,2,0.903225806452,0.865675403226,adaboost,0.828125,0.0375504032258,10
108,0.928427419355,2.16100001335,bladder,2,0.9375,0.928427419355,adaboost,0.91935483871,0.00907258064516,20
109,0.913895048041,0.798000097275,bladder,3,0.951219512195,0.913895048041,adaboost,0.863636363636,0.0369068423466,2
110,0.888396156689,1.92399978638,bladder,3,0.926829268293,0.888396156689,adaboost,0.829268292683,0.042432224965,5
111,0.920362158167,3.69500017166,bladder,3,0.931818181818,0.920362158167,adaboost,0.90243902439,0.0128361821382,10
112,0.920916481892,7.47599983215,bladder,3,0.926829268293,0.920916481892,adaboost,0.909090909091,0.00836194271913,20
113,0.897011396011,1.63100004196,bladder,5,0.961538461538,0.897011396011,adaboost,0.851851851852,0.0383753708188,2
114,0.871085470085,3.73799991608,bladder,5,0.961538461538,0.871085470085,adaboost,0.791666666667,0.0571152245786,5
115,0.881626780627,7.59500002861,bladder,5,0.916666666667,0.881626780627,adaboost,0.851851851852,0.0208318620758,10
116,0.928492877493,14.739000082,bladder,5,0.961538461538,0.928492877493,adaboost,0.88,0.0299348328877,20
117,0.787574682599,0.770999908447,liver,2,0.815533980583,0.787574682599,bagging,0.759615384615,0.0279592979836,2
118,0.883961911875,1.81699991226,liver,2,0.903846153846,0.883961911875,bagging,0.864077669903,0.0198842419716,5
119,0.879247572816,3.41000008583,liver,2,0.883495145631,0.879247572816,bagging,0.875,0.00424757281553,10
120,0.869445481703,7.33400011063,liver,2,0.894230769231,0.869445481703,bagging,0.844660194175,0.024785287528,20
121,0.787127024723,1.6320002079,liver,3,0.826086956522,0.787127024723,bagging,0.735294117647,0.0381673509437,2
122,0.859948037186,3.8710000515,liver,3,0.942028985507,0.859948037186,bagging,0.814285714286,0.0581625483381,5
123,0.854979093087,7.56999993324,liver,3,0.898550724638,0.854979093087,bagging,0.823529411765,0.0318041465255,10
124,0.874304794382,15.0729999542,liver,3,0.927536231884,0.874304794382,bagging,0.838235294118,0.0384236336892,20
125,0.802268859898,3.44799995422,liver,5,0.90243902439,0.802268859898,bagging,0.658536585366,0.0867817408414,2
126,0.860351673284,7.74000000954,liver,5,0.90243902439,0.860351673284,bagging,0.813953488372,0.0366236438325,5
127,0.923539421441,16.0020000935,liver,5,0.975609756098,0.923539421441,bagging,0.837209302326,0.0516363802313,10
128,0.908905275099,31.3629999161,liver,5,0.951219512195,0.908905275099,bagging,0.837209302326,0.0447094947985,20
129,0.801671023152,0.650000095367,liver,2,0.855769230769,0.801671023152,dtree,0.747572815534,0.0,1
130,0.825782486908,1.3069999218,liver,3,0.857142857143,0.825782486908,dtree,0.794117647059,0.0,1
131,0.82200794101,3.0640001297,liver,5,0.90243902439,0.82200794101,dtree,0.707317073171,0.0,1
132,0.690954070202,0.155999898911,liver,2,0.718446601942,0.690954070202,randomforest,0.663461538462,0.0274925317401,2
133,0.830890589993,0.201999902725,liver,2,0.836538461538,0.830890589993,randomforest,0.825242718447,0.00564787154593,5
134,0.893810679612,0.274999856949,liver,2,0.912621359223,0.893810679612,randomforest,0.875,0.0188106796117,10
135,0.888909634055,0.476000070572,liver,2,0.893203883495,0.888909634055,randomforest,0.884615384615,0.00429424943988,20
136,0.710309341128,0.203000068665,liver,3,0.782608695652,0.710309341128,randomforest,0.657142857143,0.0529777891166,2
137,0.850501359964,0.297999858856,liver,3,0.882352941176,0.850501359964,randomforest,0.828571428571,0.0230498318992,5
138,0.879279827873,0.483999967575,liver,3,0.884057971014,0.879279827873,randomforest,0.871428571429,0.00559514387699,10
139,0.918144359193,0.874000072479,liver,3,0.955882352941,0.918144359193,randomforest,0.898550724638,0.0266913497707,20
140,0.696086216676,0.361000061035,liver,5,0.756097560976,0.696086216676,randomforest,0.651162790698,0.0349054343556,2
141,0.869880884855,0.531000137329,liver,5,0.951219512195,0.869880884855,randomforest,0.80487804878,0.0579677053529,5
142,0.884515031197,0.853999853134,liver,5,0.951219512195,0.884515031197,randomforest,0.829268292683,0.0455676660577,10
143,0.904480998298,1.55499982834,liver,5,1.0,0.904480998298,randomforest,0.790697674419,0.0739423842553,20
144,0.801577669903,0.588999986649,liver,2,0.875,0.801577669903,adaboost,0.728155339806,0.0734223300971,2
145,0.820901792382,1.28799986839,liver,2,0.894230769231,0.820901792382,adaboost,0.747572815534,0.0733289768484,5
146,0.796956684093,2.58200001717,liver,2,0.826923076923,0.796956684093,adaboost,0.766990291262,0.0299663928305,10
147,0.806385362211,4.97499990463,liver,2,0.884615384615,0.806385362211,adaboost,0.728155339806,0.0782300224048,20
148,0.699821377826,1.09400010109,liver,3,0.842857142857,0.699821377826,adaboost,0.550724637681,0.119339576307,2
149,0.74820159948,2.48399996758,liver,3,0.842857142857,0.74820159948,adaboost,0.68115942029,0.0688399679553,5
150,0.704224008444,5.03999996185,liver,3,0.828571428571,0.704224008444,adaboost,0.602941176471,0.0935458322101,10
151,0.728593756343,10.3790001869,liver,3,0.842857142857,0.728593756343,adaboost,0.661764705882,0.0811834542255,20
152,0.782076006807,2.4960000515,liver,5,0.878048780488,0.782076006807,adaboost,0.585365853659,0.106531005939,2
153,0.762563811685,5.00699996948,liver,5,0.837209302326,0.762563811685,adaboost,0.682926829268,0.0660863624839,5
154,0.81134429949,9.62699985504,liver,5,0.90243902439,0.81134429949,adaboost,0.731707317073,0.0571020698447,10
155,0.82110039705,19.1620001793,liver,5,0.90243902439,0.82110039705,adaboost,0.780487804878,0.045688946138,20
156,0.835585585586,0.216999769211,leuk,2,0.837837837838,0.835585585586,bagging,0.833333333333,0.00225225225225,2
157,0.918168168168,0.5640001297,leuk,2,0.944444444444,0.918168168168,bagging,0.891891891892,0.0262762762763,5
158,0.930930930931,0.986000061035,leuk,2,0.972972972973,0.930930930931,bagging,0.888888888889,0.042042042042,10
159,0.890015015015,1.87299990654,leuk,2,0.918918918919,0.890015015015,bagging,0.861111111111,0.0289039039039,20
160,0.834444444444,0.410000085831,leuk,3,0.92,0.834444444444,bagging,0.75,0.0694066563855,2
161,0.917777777778,1.03399991989,leuk,3,0.958333333333,0.917777777778,bagging,0.875,0.0340569602755,5
162,0.904444444444,1.92300009727,leuk,3,1.0,0.904444444444,bagging,0.833333333333,0.0702025288841,10
163,0.903333333333,3.95599985123,leuk,3,0.96,0.903333333333,bagging,0.833333333333,0.0525638941001,20
164,0.780512820513,0.891999959946,leuk,5,0.933333333333,0.780512820513,bagging,0.666666666667,0.0883719352966,2
165,0.911794871795,2.0640001297,leuk,5,1.0,0.911794871795,bagging,0.692307692308,0.113721345308,5
166,0.871794871795,3.90700006485,leuk,5,1.0,0.871794871795,bagging,0.692307692308,0.118549196117,10
167,0.871794871795,8.06399989128,leuk,5,1.0,0.871794871795,bagging,0.692307692308,0.110797717135,20
168,0.876876876877,0.173000097275,leuk,2,0.888888888889,0.876876876877,dtree,0.864864864865,0.0,1
169,0.836111111111,0.34299993515,leuk,3,0.875,0.836111111111,dtree,0.8,0.0,1
170,0.765128205128,0.773000001907,leuk,5,0.933333333333,0.765128205128,dtree,0.6,0.0,1
171,0.56006006006,0.0709998607635,leuk,2,0.675675675676,0.56006006006,randomforest,0.444444444444,0.115615615616,2
172,0.753753753754,0.125,leuk,2,0.777777777778,0.753753753754,randomforest,0.72972972973,0.024024024024,5
173,0.767267267267,0.204999923706,leuk,2,0.777777777778,0.767267267267,randomforest,0.756756756757,0.0105105105105,10
174,0.79466966967,0.34099984169,leuk,2,0.805555555556,0.79466966967,randomforest,0.783783783784,0.0108858858859,20
