1,1,2,1,2,2,2,1,2,1,1,2,2,1,2,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2
-0.385128,-0.355128,-0.265128,0.394872,-0.735128,-0.905128,1.054872,1.254872,-3.385128,0.404872,0.904872,0.514872,0.964872,0.684872,0.964872,0.864872,-0.345128,0.024872,0.114872,0.104872,0.904872,-0.035128,-1.235128,0.004872,0.644872,1.514872,-0.245128,0.154872,-0.345128,-1.785128,1.194872,0.554872,0.444872,0.774872,0.574872,0.024872,0.604872,0.914872,0.414872,0.304872,-0.025128,0.144872,1.364872,0.544872,-0.305128,0.544872,0.414872,-3.295128,-5.035128,0.664872,1.024872,-2.835128,-2.675128,-1.425128,-0.215128,-3.325128,-0.055128,0.414872,0.824872,0.374872,0.774872,0.764872,0.964872,-0.015128,-0.355128,1.184872,0.864872,-0.255128,0.174872,0.214872,0.574872,0.254872,0.604872,0.344872,-0.445128,0.114872,-0.335128,0.174872,0.942917,0.732917,-0.157083,0.452917,-0.137083,-0.137083,-0.637083,0.352917,0.692917,-1.437083,0.332917,-0.777083,-0.737083,-0.447083,0.322917,0.612917,-0.297083,0.102917,-0.767083,0.192917,0.282917,-0.027083,0.452917,-0.414737,0.765263,-2.904737,1.295263,0.375263,0.015263,0.225263,-1.224737,-0.874737,1.005263,0.805263,-0.034737,0.335263,0.415263,1.045263,-0.904737,0.395263,0.365263,0.635263,0.295263,0.545263,-0.634737,-0.214737,0.255263,0.925263,-0.194737,0.815263,-0.874737,0.225263,-0.684737,-0.444737,-0.064737,-1.564737,-0.224737,-0.714737,-0.154737,0.915263,0.475263
-0.817949,-0.707949,-0.867949,-0.247949,0.282051,-0.357949,-0.207949,0.142051,0.252051,-0.127949,0.422051,0.712051,0.832051,-0.047949,0.122051,0.712051,0.172051,0.272051,0.352051,-1.507949,-0.277949,-0.287949,0.442051,-0.197949,-0.227949,-0.427949,-0.137949,1.222051,-0.087949,0.132051,-0.077949,0.292051,0.182051,0.032051,0.682051,-0.987949,-0.017949,-0.267949,0.252051,-0.607949,0.642051,0.012051,0.882051,0.292051,0.382051,0.132051,-0.717949,3.892051,1.622051,-0.177949,0.292051,-0.447949,-1.207949,0.122051,-0.287949,-0.047949,-0.957949,0.052051,-0.447949,-0.407949,-0.507949,-0.357949,-0.557949,-0.447949,0.312051,-0.447949,0.832051,0.292051,0.452051,-0.577949,-0.227949,0.182051,-0.477949,0.242051,-0.877949,-0.367949,-0.887949,0.792051,1.0925,0.4425,-0.1975,-1.0475,-0.9675,0.4325,0.8425,-0.1475,-0.1875,-0.7375,0.1825,0.0925,-0.1775,-0.4375,-0.5575,0.2425,0.3625,-0.2475,1.0025,-0.3075,-0.4675,0.0725,0.0825,0.417895,0.747895,0.157895,0.367895,-0.622105,-0.332105,0.097895,-0.392105,-0.362105,1.027895,0.557895,0.787895,-0.272105,-0.122105,-0.152105,0.847895,0.217895,0.657895,0.547895,-0.222105,0.477895,-1.422105,0.007895,-0.132105,0.717895,0.267895,0.087895,1.387895,0.057895,-0.642105,-0.482105,-0.602105,-0.452105,-0.162105,-1.982105,-1.012105,-0.402105,0.327895
-0.21141,0.07859,-0.24141,0.13859,-0.06141,-0.88141,-0.38141,-0.00141,0.13859,-0.02141,0.26859,-0.39141,-0.01141,-0.06141,0.32859,0.44859,0.13859,0.35859,0.47859,-0.49141,0.16859,0.33859,0.85859,-0.17141,0.24859,-0.00141,-0.13141,0.64859,-0.73141,-0.89141,0.37859,-0.00141,-0.04141,0.28859,0.80859,0.54859,1.20859,-0.65141,0.08859,-1.19141,0.18859,-0.80141,0.21859,-0.28141,0.20859,0.68859,-0.71141,-1.49141,-1.16141,0.27859,0.22859,-1.04141,-1.08141,0.31859,-0.05141,0.00859,-0.44141,-0.39141,0.29859,-0.05141,0.20859,-0.19141,0.06859,0.39859,-0.44141,0.06859,0.03859,0.54859,0.24859,0.37859,0.20859,0.22859,-0.28141,0.54859,0.89859,0.18859,0.25859,0.29859,0.551667,0.331667,0.111667,-0.138333,-0.328333,0.531667,0.351667,0.001667,-0.078333,0.251667,0.131667,-0.178333,0.081667,-0.208333,-0.558333,-0.648333,-0.008333,0.231667,0.231667,-0.248333,-0.158333,0.061667,-0.308333,0.751316,0.061316,0.011316,0.191316,-0.378684,-1.738684,0.131316,0.421316,0.531316,0.401316,0.131316,0.021316,0.121316,0.041316,0.081316,0.771316,0.151316,0.091316,0.051316,0.171316,-0.558684,-0.268684,-0.068684,0.291316,0.351316,0.351316,-0.548684,-0.018684,0.541316,-0.128684,-0.438684,-0.298684,-0.468684,-0.008684,-0.728684,0.051316,0.301316,-0.368684
-0.046795,0.593205,-0.256795,0.063205,0.163205,-0.996795,-0.076795,0.383205,0.553205,0.983205,0.723205,-0.136795,0.393205,0.183205,-0.366795,-0.016795,-0.006795,0.323205,0.283205,-1.216795,0.273205,0.173205,0.503205,-0.526795,0.403205,0.623205,-0.246795,0.083205,-0.416795,-0.216795,0.243205,0.173205,-0.826795,0.403205,-0.856795,-0.626795,-1.016795,-0.406795,-0.286795,-0.566795,-0.116795,-0.596795,0.633205,-0.076795,0.163205,0.153205,0.083205,0.483205,-1.306795,-0.056795,0.383205,-0.196795,-0.906795,-0.136795,0.403205,-0.276795,-0.046795,-0.936795,0.723205,0.693205,-0.036795,0.813205,0.523205,0.403205,0.283205,0.653205,-0.156795,-0.486795,-0.026795,-0.016795,-0.346795,0.243205,-0.506795,0.543205,-0.096795,0.453205,-0.086795,0.373205,-0.177917,0.022083,0.722083,0.662083,0.032083,0.452083,-0.477917,0.002083,-1.127917,0.292083,-0.157917,-0.097917,0.182083,-0.267917,-1.007917,-0.847917,0.212083,0.752083,0.232083,0.232083,-0.137917,0.502083,0.042083,-0.268947,-0.038947,-0.178947,0.041053,-0.478947,-0.868947,0.841053,0.451053,0.501053,0.821053,0.191053,0.111053,0.441053,-0.088947,-0.068947,0.101053,0.281053,0.601053,0.521053,0.021053,0.111053,-1.428947,-0.738947,-0.828947,-0.118947,0.101053,-0.378947,-0.118947,-0.528947,-0.138947,0.161053,0.341053,-0.468947,0.301053,-0.138947,0.441053,0.301053,0.201053
0.679359,0.849359,-0.100641,0.459359,-0.490641,-0.570641,-0.800641,-0.180641,-0.140641,0.509359,0.289359,-0.920641,-0.120641,0.029359,0.309359,0.299359,0.269359,0.019359,0.109359,0.209359,1.139359,1.229359,0.099359,0.889359,0.239359,-0.020641,-0.690641,0.499359,-0.290641,-0.640641,0.129359,0.079359,-0.550641,0.399359,0.069359,0.019359,-0.350641,-0.250641,-0.000641,0.609359,-0.950641,-0.730641,0.269359,-0.200641,-0.280641,0.529359,-0.670641,-0.860641,-0.270641,0.599359,0.239359,-0.170641,-0.770641,-0.020641,-0.400641,-0.370641,-0.850641,-0.980641,-0.040641,0.249359,0.079359,-0.040641,0.029359,-0.520641,0.109359,0.319359,0.249359,0.539359,-0.200641,0.229359,0.029359,-0.040641,0.509359,1.089359,-0.090641,-0.100641,0.219359,-0.040641,0.742083,0.362083,0.252083,0.122083,-0.327917,-0.657917,-0.347917,-0.247917,-0.717917,-0.677917,-0.207917,-0.067917,-0.127917,-0.507917,-0.437917,0.562083,0.272083,0.802083,0.002083,0.122083,-0.087917,0.622083,-0.177917,-0.081053,0.228947,0.358947,0.178947,0.208947,-0.751053,-0.101053,0.078947,0.888947,-0.091053,0.048947,0.418947,0.968947,-0.491053,0.798947,0.798947,0.918947,0.758947,1.048947,0.358947,0.098947,-1.361053,-0.791053,-1.201053,-0.141053,-0.331053,-0.331053,0.228947,0.218947,-0.501053,-0.211053,-0.871053,-0.821053,0.468947,-0.841053,-0.141053,-0.121053,0.098947
0.110769,-0.009231,-0.369231,-0.139231,0.000769,1.010769,-0.539231,-0.199231,0.230769,0.080769,-0.199231,-0.149231,-0.159231,-0.809231,-0.469231,0.560769,0.260769,0.310769,0.580769,-0.629231,0.130769,0.620769,0.360769,-0.149231,0.540769,0.230769,-0.879231,0.530769,-0.239231,-1.299231,-0.099231,0.180769,-0.439231,-0.149231,0.410769,-0.789231,1.710769,-0.599231,-0.479231,-0.699231,-0.239231,-0.579231,-0.229231,-0.249231,-0.559231,0.260769,1.860769,2.490769,1.040769,0.180769,-0.499231,-0.089231,-1.379231,-0.359231,-0.029231,0.460769,-0.519231,-0.429231,-0.179231,0.060769,-0.089231,-0.489231,-0.589231,0.140769,0.220769,0.030769,0.140769,0.220769,0.050769,-0.079231,0.160769,0.090769,-0.299231,0.500769,-0.609231,0.210769,0.460769,0.540769,-0.780417,0.139583,0.009583,0.349583,-0.630417,0.469583,0.369583,0.239583,-1.060417,0.639583,-0.060417,-0.410417,-0.230417,0.079583,-0.310417,-0.160417,0.349583,0.359583,0.259583,-0.120417,-0.110417,0.369583,-0.020417,0.281842,0.301842,0.451842,0.431842,-0.788158,-1.308158,0.401842,0.751842,1.031842,0.181842,0.041842,0.391842,0.161842,-0.258158,0.341842,0.611842,-0.718158,0.761842,0.871842,0.251842,-0.008158,-1.698158,-0.488158,-1.548158,0.061842,0.311842,-0.178158,0.361842,-0.328158,-0.408158,0.231842,0.021842,-0.398158,0.431842,-0.818158,0.081842,0.071842,0.101842
-0.55,-0.3,-0.04,0.07,0.41,0.32,-0.37,-0.06,0.66,-0.26,-0.2,-0.24,-0.3,-0.59,-0.18,0.07,0.26,0.47,0.56,-0.23,-0.01,0.47,0.94,-0.31,-0.08,-0.44,0.04,1.05,0.01,0.42,-0.15,-1.18,0.26,-0.19,-0.16,-0.36,-0.32,-0.46,0.08,-1.79,0.18,-0.11,0.07,0.12,0.22,-0.05,-0.44,1.89,1.89,0.11,-0.74,0.37,-1.05,-0.41,0.11,0.06,0.17,0,-0.3,-0.3,-0.41,0.66,-0.79,0.26,0.08,-0.32,0.06,0.07,0.19,-0.43,0.24,0.01,-0.9,-0.19,0.41,0.59,0.84,0.52,0.237917,-0.302083,-0.132083,0.237917,-0.442083,0.107917,0.507917,0.297917,-0.322083,0.527917,0.187917,-0.272083,0.667917,-0.112083,-0.892083,-0.842083,0.307917,-0.112083,0.857917,-0.022083,-0.382083,-0.322083,0.047917,1.014737,0.334737,0.544737,0.164737,-0.205263,-1.295263,-0.435263,0.044737,0.984737,0.194737,-0.595263,0.044737,-0.455263,-0.275263,-0.235263,0.944737,-0.365263,0.994737,0.464737,-0.025263,0.164737,-2.065263,-0.345263,-0.845263,0.274737,0.134737,-0.135263,1.094737,-0.015263,-0.245263,0.384737,0.514737,-0.555263,0.354737,-0.725263,-0.105263,-0.085263,0.354737
0.572179,0.392179,0.122179,0.442179,-0.097821,-0.747821,0.182179,0.672179,-0.907821,0.442179,0.142179,-0.307821,0.472179,-0.007821,0.192179,-0.497821,0.142179,0.292179,-0.107821,0.892179,0.372179,0.112179,-0.537821,0.252179,0.372179,0.262179,-0.217821,0.042179,0.142179,-0.347821,0.352179,-0.427821,-0.427821,0.412179,0.072179,0.442179,-0.277821,-0.097821,0.242179,-0.107821,0.522179,0.062179,0.532179,0.092179,0.072179,0.082179,-0.487821,0.252179,-0.687821,-1.207821,-0.077821,-1.437821,-0.737821,-0.847821,-0.387821,-0.847821,-0.547821,-0.007821,0.422179,0.632179,0.292179,0.262179,0.152179,-0.127821,0.042179,0.072179,0.812179,-0.227821,0.782179,0.272179,-0.017821,0.062179,0.022179,0.202179,-0.517821,-0.407821,0.432179,-0.417821,-0.18625,-0.38625,-0.12625,0.30375,-0.10625,0.06375,-0.03625,0.02375,-0.04625,-0.38625,-0.13625,0.09375,-0.16625,-0.08625,-0.21625,-0.44625,-0.15625,0.49375,0.21375,0.03375,0.38375,0.03375,0.15375,0.069737,0.089737,-0.180263,-0.170263,-0.300263,-0.650263,-0.610263,-0.430263,-0.640263,-0.120263,-0.440263,0.449737,-0.080263,-0.540263,0.499737,-0.430263,0.509737,0.169737,0.249737,0.199737,0.259737,-0.870263,0.129737,0.739737,0.739737,0.989737,0.189737,-0.320263,-0.070263,0.149737,0.199737,-0.110263,-0.070263,-0.230263,-0.360263,0.219737,0.439737,0.329737
-0.205769,0.084231,-0.015769,0.174231,-0.015769,-1.175769,-0.595769,0.444231,0.254231,0.084231,0.814231,-2.045769,-0.055769,0.164231,0.174231,0.284231,-0.295769,-0.035769,0.404231,2.594231,-0.175769,0.384231,0.214231,-0.555769,-1.045769,-0.005769,-0.565769,-0.045769,0.244231,-1.135769,-0.055769,-0.935769,-0.495769,-0.115769,-0.165769,-0.145769,-0.085769,-0.355769,0.184231,-0.215769,0.134231,0.154231,0.394231,-0.295769,0.394231,0.214231,0.244231,1.194231,-0.755769,-0.655769,-0.005769,-0.015769,0.064231,0.004231,0.314231,0.384231,-0.095769,0.204231,0.274231,-0.075769,0.394231,0.324231,0.274231,0.444231,0.234231,0.374231,0.404231,-0.055769,0.054231,0.494231,0.144231,-0.135769,-0.215769,0.224231,-0.325769,0.304231,-0.235769,-0.735769,0.6725,0.2625,-0.0675,1.0425,-0.7475,0.4825,0.0725,0.0725,-1.0275,0.0225,0.1525,-0.1575,0.1125,0.1525,-0.6075,0.3225,-0.0575,-0.6475,0.0025,0.1025,0.1525,-0.2775,-0.1775,-0.730263,-0.330263,-0.200263,-0.030263,-0.390263,-0.350263,-0.350263,0.259737,0.229737,0.279737,-0.000263,0.239737,-0.000263,-0.260263,0.209737,0.189737,-0.210263,0.429737,0.269737,0.219737,0.079737,-1.090263,0.049737,-0.690263,0.259737,0.089737,0.179737,0.129737,-0.190263,-0.230263,0.429737,0.079737,-0.310263,0.349737,0.789737,0.399737,0.069737,0.129737
