,aveaccuracy,cancertype,computationtime,fold0,fold1,fold2,fold3,fold4,fold5,fold6,fold7,fold8,fold9,kfolds,kstrat,lenfolds,maxsinglefold,median,method,minsinglefold,ntrees,std,timestamp
0,0.9440476190476191,leuk,1.323756689002039,0.875,0.875,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.8333333333333334,1.0,10,True,10,1.0,1.0,RandomForestClassifier,0.8333333333333334,100,0.0693752489730165,2016-07-30 16:39:36.310776
1,0.9130952380952382,leuk,33.595772451983066,1.0,1.0,1.0,0.75,1.0,0.8571428571428571,1.0,0.8571428571428571,0.8333333333333334,0.8333333333333334,10,True,10,1.0,0.9285714285714286,AdaBoostClassifier,0.75,100,0.0912948550954183,2016-07-30 16:40:09.905724
2,0.9375,leuk,28.223154681007145,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.8333333333333334,10,True,10,1.0,1.0,BaggingClassifier,0.6666666666666666,100,0.10744830798523022,2016-07-30 16:40:38.128184
3,0.9565476190476192,leuk,1.007059286988806,0.875,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.8333333333333334,1.0,10,True,10,1.0,1.0,ExtraTreesClassifier,0.8333333333333334,100,0.06702972992544093,2016-07-30 16:40:39.135332
4,0.9916666666666666,bladder,1.5687887849926483,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,10,True,10,1.0,1.0,RandomForestClassifier,0.9166666666666666,100,0.025000000000000012,2016-07-30 16:40:41.031671
5,0.9666666666666666,bladder,47.46205609999015,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.9166666666666666,10,True,10,1.0,1.0,AdaBoostClassifier,0.75,100,0.07637626158259735,2016-07-30 16:41:28.492487
6,0.9583333333333333,bladder,39.553204829018796,1.0,1.0,1.0,1.0,0.75,0.9166666666666666,1.0,1.0,1.0,0.9166666666666666,10,True,10,1.0,1.0,BaggingClassifier,0.75,100,0.0768295371441074,2016-07-30 16:42:08.044734
7,1.0,bladder,1.0460007990186568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,True,10,1.0,1.0,ExtraTreesClassifier,1.0,100,0.0,2016-07-30 16:42:09.090874
8,0.966890264877881,liver,2.4924978869967163,1.0,1.0,1.0,1.0,0.8421052631578947,0.9444444444444444,1.0,0.8823529411764706,1.0,1.0,10,True,10,1.0,1.0,RandomForestClassifier,0.8421052631578947,100,0.05558367793406827,2016-07-30 16:42:11.981358
9,0.9671826625386997,liver,63.29978491301881,0.8421052631578947,1.0,1.0,1.0,0.9473684210526315,1.0,1.0,0.8823529411764706,1.0,1.0,10,True,10,1.0,1.0,AdaBoostClassifier,0.8421052631578947,100,0.05547241214718277,2016-07-30 16:43:15.279528
10,0.9616271069831441,liver,69.46788377600024,0.8421052631578947,1.0,1.0,1.0,0.9473684210526315,0.9444444444444444,1.0,0.8823529411764706,1.0,1.0,10,True,10,1.0,1.0,BaggingClassifier,0.8421052631578947,100,0.05468390260672104,2016-07-30 16:44:24.745539
11,0.9721534227726177,liver,1.285238869022578,1.0,1.0,1.0,1.0,0.8947368421052632,0.9444444444444444,1.0,0.8823529411764706,1.0,1.0,10,True,10,1.0,1.0,ExtraTreesClassifier,0.8823529411764706,100,0.045003626498405794,2016-07-30 16:44:26.030874
12,0.8264835164835164,prostate,1.0103826019912958,0.8,0.8,0.7857142857142857,1.0,0.9285714285714286,0.9285714285714286,0.7142857142857143,0.6923076923076923,0.6923076923076923,0.9230769230769231,10,True,10,1.0,0.8,RandomForestClassifier,0.6923076923076923,100,0.10580249227258519,2016-07-30 16:44:27.058028
13,0.8337728937728937,prostate,3.020480298990151,0.8666666666666667,0.8666666666666667,0.7142857142857143,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.7692307692307693,0.7692307692307693,0.9230769230769231,10,True,10,0.9285714285714286,0.8571428571428571,AdaBoostClassifier,0.7142857142857143,100,0.06718368132756614,2016-07-30 16:44:30.078617
14,0.8116483516483516,prostate,5.024866990977898,0.8,0.8,0.7857142857142857,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.7857142857142857,0.6923076923076923,0.6923076923076923,0.8461538461538461,10,True,10,0.9285714285714286,0.8,BaggingClassifier,0.6923076923076923,100,0.07791232040139527,2016-07-30 16:44:35.103501
15,0.8199633699633699,prostate,0.8173496780218557,0.8,0.8666666666666667,0.7142857142857143,0.8571428571428571,0.9285714285714286,0.8571428571428571,0.7142857142857143,0.6923076923076923,0.8461538461538461,0.9230769230769231,10,True,10,0.9285714285714286,0.8516483516483516,ExtraTreesClassifier,0.6923076923076923,100,0.08190843956961173,2016-07-30 16:44:35.921014
16,0.8357142857142857,colon,0.9648764870071318,0.8571428571428571,1.0,0.8333333333333334,1.0,1.0,0.8333333333333334,1.0,0.5,0.8333333333333334,0.5,10,True,10,1.0,0.8452380952380952,RandomForestClassifier,0.5,100,0.18271385755190162,2016-07-30 16:44:36.962642
17,0.8880952380952382,colon,8.299095052992925,1.0,0.7142857142857143,0.8333333333333334,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,10,True,10,1.0,1.0,AdaBoostClassifier,0.6666666666666666,100,0.1436683318242437,2016-07-30 16:44:45.261650
18,0.8166666666666668,colon,9.484730990981916,1.0,1.0,0.8333333333333334,0.8333333333333334,1.0,0.8333333333333334,0.8333333333333334,0.5,0.8333333333333334,0.5,10,True,10,1.0,0.8333333333333334,BaggingClassifier,0.5,100,0.1740051084818425,2016-07-30 16:44:54.746297
19,0.9333333333333333,colon,0.7401042070123367,1.0,1.0,0.8333333333333334,1.0,1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,0.8333333333333334,10,True,10,1.0,1.0,ExtraTreesClassifier,0.8333333333333334,100,0.08164965809277258,2016-07-30 16:44:55.486495
