,aveaccuracy,cancertype,computationtime,fold0,fold1,fold2,fold3,fold4,fold5,fold6,fold7,fold8,fold9,kfolds,kstrat,lenfolds,maxsinglefold,median,method,minsinglefold,ntrees,std,timestamp
0,0.7,leuk,0.053782373026479036,0.625,0.5,0.75,0.75,0.875,0.42857142857142855,0.5714285714285714,1.0,0.6666666666666666,0.8333333333333334,10,True,10,1.0,0.7083333333333333,RandomForestClassifier,0.42857142857142855,1,0.16743445598846793,2016-07-30 16:27:12.089109
1,0.8321428571428571,leuk,0.39806466799927875,0.875,0.75,1.0,0.75,0.875,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.8333333333333334,10,True,10,1.0,0.8571428571428571,AdaBoostClassifier,0.6666666666666666,1,0.08637312927246217,2016-07-30 16:27:12.487331
2,0.8214285714285715,leuk,0.5832008779980242,0.875,0.75,0.875,0.625,0.875,1.0,0.7142857142857143,1.0,0.6666666666666666,0.8333333333333334,10,True,10,1.0,0.8541666666666667,DecisionTreeClassifier,0.625,1,0.12314381467605477,2016-07-30 16:27:13.070751
3,0.9125457875457876,bladder,0.06272629299201071,0.7857142857142857,1.0,0.9230769230769231,0.8333333333333334,1.0,0.75,1.0,1.0,0.8333333333333334,1.0,10,True,10,1.0,0.9615384615384616,RandomForestClassifier,0.75,1,0.0966481711704586,2016-07-30 16:27:13.473359
4,0.9119047619047619,bladder,0.6207690179871861,0.9285714285714286,0.8571428571428571,1.0,0.9166666666666666,0.75,0.9166666666666666,0.9166666666666666,1.0,1.0,0.8333333333333334,10,True,10,1.0,0.9166666666666666,AdaBoostClassifier,0.75,1,0.07682031335667466,2016-07-30 16:27:14.094271
5,0.9047619047619048,bladder,0.8657553060038481,0.8571428571428571,0.8571428571428571,1.0,0.9166666666666666,0.75,0.9166666666666666,0.9166666666666666,1.0,1.0,0.8333333333333334,10,True,10,1.0,0.9166666666666666,DecisionTreeClassifier,0.75,1,0.07824607964359516,2016-07-30 16:27:14.960139
6,0.8235982112143103,liver,0.10578351299045607,0.8947368421052632,0.7368421052631579,0.8421052631578947,0.8421052631578947,0.7894736842105263,0.7777777777777778,0.8235294117647058,0.7647058823529411,0.8823529411764706,0.8823529411764706,10,True,10,0.8947368421052632,0.8328173374613003,RandomForestClassifier,0.7368421052631579,1,0.05187378128651143,2016-07-30 16:27:15.441610
7,0.9560715514275886,liver,0.7434267289936543,0.8421052631578947,1.0,1.0,1.0,0.9473684210526315,0.8888888888888888,1.0,0.8823529411764706,1.0,1.0,10,True,10,1.0,1.0,AdaBoostClassifier,0.8421052631578947,1,0.0588134802127144,2016-07-30 16:27:16.185129
8,0.9504815961472307,liver,1.3241665140085388,0.8947368421052632,0.9473684210526315,1.0,1.0,0.8947368421052632,0.9444444444444444,1.0,0.8235294117647058,1.0,1.0,10,True,10,1.0,0.9736842105263157,DecisionTreeClassifier,0.8235294117647058,1,0.05885432268438349,2016-07-30 16:27:17.509547
9,0.610989010989011,prostate,0.02010972099378705,0.4,0.6,0.5,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.7857142857142857,0.3076923076923077,0.6923076923076923,0.5384615384615384,10,True,10,0.7857142857142857,0.6461538461538461,RandomForestClassifier,0.3076923076923077,1,0.1621957175481747,2016-07-30 16:27:17.546932
10,0.7911721611721612,prostate,0.0348770720011089,0.6666666666666666,0.8,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.6923076923076923,0.6923076923076923,0.8461538461538461,10,True,10,0.8571428571428571,0.823076923076923,AdaBoostClassifier,0.6666666666666666,1,0.0745581788293585,2016-07-30 16:27:17.581960
11,0.7336263736263737,prostate,0.09385347398347221,0.8,0.8,0.5,0.7857142857142857,0.7142857142857143,0.7857142857142857,0.6428571428571429,0.7692307692307693,0.7692307692307693,0.7692307692307693,10,True,10,0.8,0.7692307692307693,DecisionTreeClassifier,0.5,1,0.09013025768207356,2016-07-30 16:27:17.675976
12,0.7928571428571428,colon,0.018968585005495697,0.7142857142857143,0.7142857142857143,1.0,0.8333333333333334,1.0,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.5,0.8333333333333334,10,True,10,1.0,0.8333333333333334,RandomForestClassifier,0.5,1,0.1436683318242437,2016-07-30 16:27:17.775291
13,0.6904761904761905,colon,0.09509811099269427,0.8571428571428571,0.7142857142857143,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,10,True,10,0.8571428571428571,0.6904761904761905,AdaBoostClassifier,0.3333333333333333,1,0.159719141249985,2016-07-30 16:27:17.870541
14,0.7833333333333334,colon,0.15725354800815694,1.0,1.0,0.8333333333333334,1.0,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.3333333333333333,10,True,10,1.0,0.8333333333333334,DecisionTreeClassifier,0.3333333333333333,1,0.19790570145063197,2016-07-30 16:27:18.027965
15,0.7267857142857143,leuk,0.0505425599985756,0.875,0.75,0.875,0.625,0.5,0.5714285714285714,0.5714285714285714,1.0,0.8333333333333334,0.6666666666666666,10,True,10,1.0,0.7083333333333333,RandomForestClassifier,0.5,2,0.1562531178827244,2016-07-30 16:27:18.448881
16,0.8880952380952382,leuk,0.7234499840124045,0.875,0.75,1.0,0.875,1.0,0.8571428571428571,1.0,0.8571428571428571,0.8333333333333334,0.8333333333333334,10,True,10,1.0,0.8660714285714286,AdaBoostClassifier,0.75,2,0.08055751033674842,2016-07-30 16:27:19.172475
