,aveaccuracy,cancertype,computationtime,fold0,fold1,fold2,fold3,fold4,fold5,fold6,fold7,fold8,fold9,kfolds,kstrat,lenfolds,maxsinglefold,median,method,minsinglefold,ntrees,std,timestamp
0,0.8857142857142856,leuk,1.267871970019769,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.5714285714285714,1.0,0.5714285714285714,10,False,10,1.0,1.0,RandomForestClassifierBootStrap,0.5714285714285714,100,0.1665986255670086,2016-07-30 16:39:18.445107
1,0.9571428571428571,leuk,1.6746264540124685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,0.7142857142857143,10,False,10,1.0,1.0,RandomForestClassifierNoBootStrap,0.7142857142857143,100,0.09147320339189784,2016-07-30 16:39:20.119840
2,0.9083333333333332,bladder,1.5056822759797797,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.6666666666666666,0.5,10,False,10,1.0,1.0,RandomForestClassifierBootStrap,0.5,100,0.1685312368013057,2016-07-30 16:39:21.928650
3,0.9166666666666667,bladder,2.062545480992412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5833333333333334,0.5833333333333334,10,False,10,1.0,1.0,RandomForestClassifierNoBootStrap,0.5833333333333334,100,0.16666666666666663,2016-07-30 16:39:23.991299
4,0.9722222222222221,liver,2.3062869629939087,1.0,1.0,0.8888888888888888,1.0,0.8888888888888888,1.0,1.0,1.0,0.9444444444444444,1.0,10,False,10,1.0,1.0,RandomForestClassifierBootStrap,0.8888888888888888,100,0.04479032082388085,2016-07-30 16:39:26.637757
5,0.9722222222222221,liver,3.522291667002719,1.0,1.0,0.8888888888888888,1.0,0.8888888888888888,1.0,1.0,1.0,0.9444444444444444,1.0,10,False,10,1.0,1.0,RandomForestClassifierNoBootStrap,0.8888888888888888,100,0.04479032082388085,2016-07-30 16:39:30.160124
6,0.8280219780219781,prostate,0.9955141050159,0.8571428571428571,0.6428571428571429,0.7857142857142857,0.9285714285714286,0.9285714285714286,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.9230769230769231,10,False,10,0.9285714285714286,0.8571428571428571,RandomForestClassifierBootStrap,0.6428571428571429,100,0.0908854987995446,2016-07-30 16:39:31.171636
7,0.828021978021978,prostate,1.2233526410127524,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.9285714285714286,0.9285714285714286,0.7857142857142857,0.7857142857142857,0.8571428571428571,0.6428571428571429,0.9230769230769231,10,False,10,0.9285714285714286,0.8571428571428571,RandomForestClassifierNoBootStrap,0.6428571428571429,100,0.0908854987995446,2016-07-30 16:39:32.395079
8,0.8023809523809524,colon,0.9490391739818733,1.0,0.8571428571428571,1.0,1.0,0.8333333333333334,1.0,0.5,0.8333333333333334,0.8333333333333334,0.16666666666666666,10,False,10,1.0,0.8452380952380952,RandomForestClassifierBootStrap,0.16666666666666666,100,0.2564474724430892,2016-07-30 16:39:33.418827
9,0.8523809523809524,colon,1.2019615519966464,1.0,0.8571428571428571,1.0,1.0,0.8333333333333334,1.0,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.6666666666666666,10,False,10,1.0,0.8452380952380952,RandomForestClassifierNoBootStrap,0.6666666666666666,100,0.13834132425079954,2016-07-30 16:39:34.620906
