,aveaccuracy,cancertype,computationtime,fold0,fold1,fold2,fold3,fold4,fold5,fold6,fold7,fold8,fold9,kfolds,kstrat,lenfolds,maxsinglefold,median,method,minsinglefold,ntrees,std,timestamp
0,0.8428571428571429,leuk,0.9065370229945984,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.5714285714285714,0.7142857142857143,0.2857142857142857,10,False,10,1.0,1.0,RandomForestClassifierLog2,0.2857142857142857,100,0.23430313524081037,2016-07-30 16:38:41.053101
1,0.9285714285714285,leuk,1.4419762449979316,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.7142857142857143,1.0,0.7142857142857143,10,False,10,1.0,1.0,RandomForestClassifierSqrt,0.7142857142857143,100,0.11517511068997928,2016-07-30 16:38:42.495179
2,0.8833333333333332,bladder,1.0783883999974933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.4166666666666667,0.5,10,False,10,1.0,1.0,RandomForestClassifierLog2,0.4166666666666667,100,0.2147349787787521,2016-07-30 16:38:43.901701
3,0.9333333333333332,bladder,1.7041317900002468,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.75,0.6666666666666666,10,False,10,1.0,1.0,RandomForestClassifierSqrt,0.6666666666666666,100,0.11666666666666667,2016-07-30 16:38:45.605928
4,0.961111111111111,liver,1.2547172179911286,1.0,1.0,0.8888888888888888,1.0,0.8888888888888888,1.0,0.9444444444444444,1.0,0.8888888888888888,1.0,10,False,10,1.0,1.0,RandomForestClassifierLog2,0.8888888888888888,100,0.05000000000000002,2016-07-30 16:38:47.235711
5,0.961111111111111,liver,2.481010151008377,1.0,0.9444444444444444,0.8333333333333334,1.0,0.8888888888888888,1.0,1.0,1.0,0.9444444444444444,1.0,10,False,10,1.0,1.0,RandomForestClassifierSqrt,0.8333333333333334,100,0.0558326423395605,2016-07-30 16:38:49.716825
6,0.8357142857142857,prostate,0.969455882004695,0.8571428571428571,0.6428571428571429,0.8571428571428571,0.8571428571428571,1.0,0.7857142857142857,0.7857142857142857,0.8571428571428571,0.7142857142857143,1.0,10,False,10,1.0,0.8571428571428571,RandomForestClassifierLog2,0.6428571428571429,100,0.10618620533798932,2016-07-30 16:38:50.703796
7,0.8423076923076923,prostate,1.0774066009907983,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.6428571428571429,0.9230769230769231,10,False,10,0.9285714285714286,0.8571428571428571,RandomForestClassifierSqrt,0.6428571428571429,100,0.08870010830806836,2016-07-30 16:38:51.781369
8,0.7357142857142858,colon,0.7726689759874716,1.0,0.8571428571428571,1.0,1.0,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.16666666666666666,10,False,10,1.0,0.8333333333333334,RandomForestClassifierLog2,0.16666666666666666,100,0.2717729644716102,2016-07-30 16:38:52.630038
9,0.8023809523809525,colon,0.9495528060069773,1.0,0.8571428571428571,1.0,1.0,0.5,1.0,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.5,10,False,10,1.0,0.8452380952380952,RandomForestClassifierSqrt,0.5,100,0.19490389515007442,2016-07-30 16:38:53.579793
10,0.7875,leuk,0.825183474982623,0.875,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.42857142857142855,0.2857142857142857,10,False,10,1.0,1.0,RandomForestClassifierHalfLogSqrt,0.2857142857142857,100,0.3018279767533494,2016-07-30 16:38:54.739535
11,0.7857142857142858,leuk,0.8409954819944687,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.2857142857142857,0.7142857142857143,0.14285714285714285,10,False,10,1.0,0.9285714285714286,RandomForestClassifierSqrt2n,0.14285714285714285,100,0.30135747299612836,2016-07-30 16:38:55.580677
12,0.875,bladder,0.8868579730042256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,10,False,10,1.0,1.0,RandomForestClassifierHalfLogSqrt,0.25,100,0.25617376914899,2016-07-30 16:38:56.771118
13,0.9083333333333334,bladder,0.965459621977061,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.5833333333333334,0.5833333333333334,10,False,10,1.0,1.0,RandomForestClassifierSqrt2n,0.5833333333333334,100,0.1643590243609668,2016-07-30 16:38:57.736683
14,0.9666666666666666,liver,1.0798814519948792,1.0,1.0,0.8888888888888888,1.0,0.8888888888888888,1.0,0.9444444444444444,1.0,0.9444444444444444,1.0,10,False,10,1.0,1.0,RandomForestClassifierHalfLogSqrt,0.8888888888888888,100,0.04444444444444447,2016-07-30 16:38:59.185086
15,0.9666666666666666,liver,1.2816610769950785,1.0,1.0,0.8888888888888888,1.0,0.8888888888888888,1.0,1.0,1.0,0.8888888888888888,1.0,10,False,10,1.0,1.0,RandomForestClassifierSqrt2n,0.8888888888888888,100,0.05091750772173158,2016-07-30 16:39:00.466850
16,0.8423076923076923,prostate,0.9106827639916446,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.9285714285714286,1.0,0.7857142857142857,0.7857142857142857,0.8571428571428571,0.6428571428571429,0.9230769230769231,10,False,10,1.0,0.8571428571428571,RandomForestClassifierHalfLogSqrt,0.6428571428571429,100,0.09427681251043846,2016-07-30 16:39:01.398452
17,0.8274725274725274,prostate,1.0413891790085472,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.9285714285714286,1.0,0.7857142857142857,0.7857142857142857,0.8571428571428571,0.6428571428571429,0.8461538461538461,10,False,10,1.0,0.8516483516483516,RandomForestClassifierSqrt2n,0.6428571428571429,100,0.09662209377859017,2016-07-30 16:39:02.439984
18,0.7547619047619047,colon,0.7373195310065057,1.0,0.7142857142857143,1.0,1.0,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.3333333333333333,0.3333333333333333,10,False,10,1.0,0.8333333333333334,RandomForestClassifierHalfLogSqrt,0.3333333333333333,100,0.23739181806340065,2016-07-30 16:39:03.254700
