,aveaccuracy,cancertype,computationtime,kfolds,kstrat,lenfolds,maxsinglefold,median,method,minsinglefold,ntrees,std,timestamp
0,0.7023809523809523,leuk,0.05745740802376531,10,False,10,1.0,0.6904761904761905,RandomForestClassifier,0.5,1,0.16372835059669918,2016-07-29 19:55:51.481392
1,0.8321428571428571,leuk,0.38025971499155276,10,False,10,1.0,0.8571428571428571,AdaBoostClassifier,0.6666666666666666,1,0.08637312927246217,2016-07-29 19:55:51.861789
2,0.8321428571428571,leuk,0.5737635580007918,10,False,10,1.0,0.8452380952380952,DecisionTreeClassifier,0.6666666666666666,1,0.10288497198482129,2016-07-29 19:55:52.435632
3,0.9256410256410257,bladder,0.07474838601774536,10,False,10,1.0,0.9198717948717949,RandomForestClassifier,0.75,1,0.07857206895407468,2016-07-29 19:55:52.834406
4,0.9119047619047619,bladder,0.5682615470141172,10,False,10,1.0,0.9166666666666666,AdaBoostClassifier,0.75,1,0.07682031335667466,2016-07-29 19:55:53.402787
5,0.9042124542124542,bladder,0.8224710730137303,10,False,10,1.0,0.9166666666666666,DecisionTreeClassifier,0.75,1,0.07126425168066074,2016-07-29 19:55:54.225338
6,0.8817853457172342,liver,0.10807035100879148,10,False,10,1.0,0.9411764705882353,RandomForestClassifier,0.5882352941176471,1,0.12374748294744166,2016-07-29 19:55:54.706826
7,0.9560715514275886,liver,0.6917042029963341,10,False,10,1.0,1.0,AdaBoostClassifier,0.8421052631578947,1,0.0588134802127144,2016-07-29 19:55:55.398601
8,0.9387168902648778,liver,1.2325898470007814,10,False,10,1.0,0.9473684210526315,DecisionTreeClassifier,0.7647058823529411,1,0.07404368163739887,2016-07-29 19:55:56.631321
9,0.6993406593406594,prostate,0.016498577024322003,10,False,10,0.8,0.7692307692307693,RandomForestClassifier,0.42857142857142855,1,0.11810012351396085,2016-07-29 19:55:56.662238
10,0.7911721611721612,prostate,0.03769778899732046,10,False,10,0.8571428571428571,0.823076923076923,AdaBoostClassifier,0.6666666666666666,1,0.0745581788293585,2016-07-29 19:55:56.700050
11,0.6982417582417583,prostate,0.08633706701220945,10,False,10,0.7857142857142857,0.7142857142857143,DecisionTreeClassifier,0.42857142857142855,1,0.0979173431466816,2016-07-29 19:55:56.786516
12,0.7238095238095237,colon,0.016952375997789204,10,False,10,0.8571428571428571,0.7738095238095238,RandomForestClassifier,0.5,1,0.13136299261079737,2016-07-29 19:55:56.869100
13,0.6738095238095239,colon,0.09419506401172839,10,False,10,0.8571428571428571,0.6904761904761905,AdaBoostClassifier,0.3333333333333333,1,0.16971698463996895,2016-07-29 19:55:56.963408
14,0.8,colon,0.14252926802146249,10,False,10,1.0,0.8333333333333334,DecisionTreeClassifier,0.3333333333333333,1,0.20816659994661327,2016-07-29 19:55:57.106011
15,0.7875,leuk,0.06681222899351269,10,False,10,1.0,0.7916666666666667,RandomForestClassifier,0.42857142857142855,2,0.16016329712525196,2016-07-29 19:55:57.512740
16,0.8880952380952382,leuk,0.6890910009969957,10,False,10,1.0,0.8660714285714286,AdaBoostClassifier,0.75,2,0.08055751033674842,2016-07-29 19:55:58.201949
17,0.8178571428571428,leuk,0.5503775099932682,10,False,10,1.0,0.8452380952380952,DecisionTreeClassifier,0.6666666666666666,2,0.09264322123020818,2016-07-29 19:55:58.752413
18,0.8619047619047621,bladder,0.08010640399879776,10,False,10,1.0,0.8511904761904762,RandomForestClassifier,0.75,2,0.10913492034634133,2016-07-29 19:55:59.130466
19,0.9119047619047617,bladder,1.0270647130091675,10,False,10,1.0,0.9166666666666666,AdaBoostClassifier,0.75,2,0.06717493323650421,2016-07-29 19:56:00.157650
20,0.8964285714285716,bladder,0.8258250399958342,10,False,10,1.0,0.9166666666666666,DecisionTreeClassifier,0.75,2,0.08700255424092124,2016-07-29 19:56:00.983561
21,0.8297729618163053,liver,0.12233231100253761,10,False,10,1.0,0.8377192982456141,RandomForestClassifier,0.6842105263157895,2,0.09397882835911434,2016-07-29 19:56:01.460264
22,0.9560715514275886,liver,1.3153898440068588,10,False,10,1.0,0.9736842105263157,AdaBoostClassifier,0.8823529411764706,2,0.04848703139741716,2016-07-29 19:56:02.775771
23,0.9458376332989336,liver,1.2391779840108939,10,False,10,1.0,0.9473684210526315,DecisionTreeClassifier,0.8421052631578947,2,0.05398414311045577,2016-07-29 19:56:04.015073
24,0.7008424908424908,prostate,0.027442572987638414,10,False,10,0.9230769230769231,0.7142857142857143,RandomForestClassifier,0.5,2,0.11598171569663125,2016-07-29 19:56:04.058275
25,0.8127472527472527,prostate,0.06635175901465118,10,False,10,0.9230769230769231,0.8214285714285714,AdaBoostClassifier,0.6923076923076923,2,0.06720145362105363,2016-07-29 19:56:04.124742
26,0.7068864468864469,prostate,0.08324121899204329,10,False,10,0.8571428571428571,0.7238095238095238,DecisionTreeClassifier,0.5,2,0.1051230742452523,2016-07-29 19:56:04.208104
27,0.6595238095238095,colon,0.028165088006062433,10,False,10,0.8571428571428571,0.6666666666666666,RandomForestClassifier,0.16666666666666666,2,0.20148259998133364,2016-07-29 19:56:04.331409
28,0.7880952380952382,colon,0.17373072600457817,10,False,10,1.0,0.8333333333333334,AdaBoostClassifier,0.16666666666666666,2,0.23436361461386296,2016-07-29 19:56:04.505255
29,0.8357142857142857,colon,0.14345343198510818,10,False,10,1.0,0.8452380952380952,DecisionTreeClassifier,0.3333333333333333,2,0.19733197738089017,2016-07-29 19:56:04.648830
30,0.8488095238095237,leuk,0.099014465988148,10,False,10,1.0,0.8571428571428571,RandomForestClassifier,0.625,5,0.08700255424092125,2016-07-29 19:56:05.077325
31,0.9130952380952382,leuk,1.634342416014988,10,False,10,1.0,0.875,AdaBoostClassifier,0.8333333333333334,5,0.07217860186297198,2016-07-29 19:56:06.711733
32,0.8053571428571429,leuk,0.5536568919778802,10,False,10,0.875,0.8452380952380952,DecisionTreeClassifier,0.6666666666666666,5,0.07372547057386523,2016-07-29 19:56:07.265478
33,0.9678571428571429,bladder,0.13769786100601777,10,False,10,1.0,1.0,RandomForestClassifier,0.9166666666666666,5,0.03950157148342158,2016-07-29 19:56:07.711794
34,0.9428571428571428,bladder,2.4117161909816787,10,False,10,1.0,1.0,AdaBoostClassifier,0.75,5,0.08346927687122906,2016-07-29 19:56:10.123578
35,0.9119047619047619,bladder,0.8614680879982188,10,False,10,1.0,0.9166666666666666,DecisionTreeClassifier,0.75,5,0.07682031335667466,2016-07-29 19:56:10.985125
36,0.9399896800825592,liver,0.22319116498692892,10,False,10,1.0,0.9473684210526315,RandomForestClassifier,0.8333333333333334,5,0.057712264109632504,2016-07-29 19:56:11.569487
37,0.9606811145510836,liver,3.1406812249915674,10,False,10,1.0,0.9736842105263157,AdaBoostClassifier,0.8823529411764706,5,0.04376289942149144,2016-07-29 19:56:14.710188
38,0.9557447540419677,liver,1.2392564420006238,10,False,10,1.0,1.0,DecisionTreeClassifier,0.8235294117647058,5,0.06507215329314725,2016-07-29 19:56:15.949534
39,0.7764102564102564,prostate,0.06411484198179096,10,False,10,0.9230769230769231,0.7928571428571429,RandomForestClassifier,0.6153846153846154,5,0.09716067328710223,2016-07-29 19:56:16.029646
40,0.7968131868131868,prostate,0.14985467100632377,10,False,10,0.9285714285714286,0.8,AdaBoostClassifier,0.6153846153846154,5,0.08436734016181827,2016-07-29 19:56:16.179619
41,0.6828571428571429,prostate,0.08973527699708939,10,False,10,0.7692307692307693,0.7142857142857143,DecisionTreeClassifier,0.5384615384615384,5,0.06897617780774645,2016-07-29 19:56:16.269477
42,0.8071428571428572,colon,0.06187141497503035,10,False,10,1.0,0.8333333333333334,RandomForestClassifier,0.6666666666666666,5,0.12114813555436717,2016-07-29 19:56:16.400050
43,0.8380952380952381,colon,0.41543303499929607,10,False,10,1.0,0.8333333333333334,AdaBoostClassifier,0.6666666666666666,5,0.12362623795949684,2016-07-29 19:56:16.815597
44,0.819047619047619,colon,0.13917689298978075,10,False,10,1.0,0.8333333333333334,DecisionTreeClassifier,0.5,5,0.13891382996014118,2016-07-29 19:56:16.954895
45,0.8714285714285713,leuk,0.16917664400534704,10,False,10,1.0,0.875,RandomForestClassifier,0.6666666666666666,10,0.08769212790810904,2016-07-29 19:56:17.448472
46,0.9130952380952382,leuk,3.3343609829898924,10,False,10,1.0,0.9285714285714286,AdaBoostClassifier,0.75,10,0.0912948550954183,2016-07-29 19:56:20.782856
47,0.8196428571428571,leuk,0.5689764750131872,10,False,10,1.0,0.8452380952380952,DecisionTreeClassifier,0.625,10,0.1224817192153593,2016-07-29 19:56:21.351964
48,0.9916666666666666,bladder,0.21996402001241222,10,False,10,1.0,1.0,RandomForestClassifier,0.9166666666666666,10,0.025000000000000012,2016-07-29 19:56:21.873350
