,aveaccuracy,computationtime,cancertype,kfolds,maxsinglefold,mean,method,minsinglefold,std,ntrees
115,0.873991935484,0.226458072662,bladder,2,0.935483870968,0.873991935484,bagging,0.8125,0.0614919354839,5
116,0.943800403226,0.433609962463,bladder,2,0.984375,0.943800403226,bagging,0.903225806452,0.0405745967742,10
117,0.959929435484,0.891564130783,bladder,2,0.984375,0.959929435484,bagging,0.935483870968,0.0244455645161,20
118,0.936491935484,2.65440583229,bladder,2,0.9375,0.936491935484,bagging,0.935483870968,0.00100806451613,60
119,0.959929435484,4.62981295586,bladder,2,0.984375,0.959929435484,bagging,0.935483870968,0.0244455645161,100
120,0.85051736881,0.230635881424,bladder,3,0.90243902439,0.85051736881,bagging,0.795454545455,0.0437326718791,2
121,0.952328159645,0.509454965591,bladder,3,0.954545454545,0.952328159645,bagging,0.951219512195,0.00156786425984,5
122,0.969142645972,1.06358718872,bladder,3,1,0.969142645972,bagging,0.931818181818,0.0282082460482,10
123,0.984294161123,2.2563431263,bladder,3,1,0.984294161123,bagging,0.975609756098,0.0111264369677,20
124,0.968033998522,6.40719795227,bladder,3,0.977272727273,0.968033998522,bagging,0.951219512195,0.0119090044673,60
125,0.968033998522,10.4520690441,bladder,3,0.977272727273,0.968033998522,bagging,0.951219512195,0.0119090044673,100
126,0.895467236467,0.538388967514,bladder,5,0.925925925926,0.895467236467,bagging,0.833333333333,0.0362530349958,2
127,0.961777777778,1.08715820312,bladder,5,1,0.961777777778,bagging,0.888888888889,0.0478351077229,5
128,0.969444444444,2.32547807693,bladder,5,1,0.969444444444,bagging,0.888888888889,0.0433902759773,10
129,0.960851851852,4.45947504044,bladder,5,1,0.960851851852,bagging,0.92,0.034525909239,20
130,0.976259259259,13.4992640018,bladder,5,1,0.976259259259,bagging,0.958333333333,0.0194408815078,60
131,0.968259259259,23.0002470016,bladder,5,1,0.968259259259,bagging,0.92,0.0299014384595,100
132,0.825352822581,0.0936670303345,bladder,2,0.828125,0.825352822581,dtree,0.822580645161,0,1
133,0.913340724316,0.207926034927,bladder,3,0.926829268293,0.913340724316,dtree,0.886363636364,0,1
134,0.904418803419,0.437211036682,bladder,5,0.961538461538,0.904418803419,dtree,0.875,0,1
135,0.817288306452,0.0186951160431,bladder,2,0.828125,0.817288306452,randomforest,0.806451612903,0.0108366935484,2
136,0.889364919355,0.0311019420624,bladder,2,0.91935483871,0.889364919355,randomforest,0.859375,0.0299899193548,5
137,0.952368951613,0.0466899871826,bladder,2,0.953125,0.952368951613,randomforest,0.951612903226,0.000756048387097,10
138,0.976058467742,0.0836651325226,bladder,2,0.984375,0.976058467742,randomforest,0.967741935484,0.00831653225806,20
139,0.952872983871,0.216037988663,bladder,2,0.983870967742,0.952872983871,randomforest,0.921875,0.030997983871,60
140,0.944556451613,0.383605003357,bladder,2,0.951612903226,0.944556451613,randomforest,0.9375,0.0070564516129,100
141,0.728566149298,0.0369710922241,bladder,3,0.795454545455,0.728566149298,randomforest,0.682926829268,0.04833400566,2
142,0.927383592018,0.0683431625366,bladder,3,0.977272727273,0.927383592018,randomforest,0.853658536585,0.0532054530592,5
143,0.936622320769,0.0888359546661,bladder,3,0.975609756098,0.936622320769,randomforest,0.90243902439,0.0300643621579,10
144,0.960458240946,0.15336894989,bladder,3,0.975609756098,0.960458240946,randomforest,0.951219512195,0.0107994376912,20
145,0.976164079823,0.392741918564,bladder,3,0.977272727273,0.976164079823,randomforest,0.975609756098,0.000783932129919,60
146,0.976718403548,0.608915090561,bladder,3,1,0.976718403548,randomforest,0.954545454545,0.0185732917563,100
147,0.740823361823,0.0666270256042,bladder,5,0.916666666667,0.740823361823,randomforest,0.52,0.14541487107,2
148,0.93615954416,0.0894749164581,bladder,5,1,0.93615954416,randomforest,0.833333333333,0.0565084368196,5
149,0.967925925926,0.14453291893,bladder,5,1,0.967925925926,randomforest,0.916666666667,0.0308948391107,10
150,0.976259259259,0.250251054764,bladder,5,1,0.976259259259,randomforest,0.958333333333,0.0194408815078,20
151,0.976259259259,0.671896934509,bladder,5,1,0.976259259259,randomforest,0.958333333333,0.0194408815078,60
152,0.984259259259,1.19641399384,bladder,5,1,0.984259259259,randomforest,0.958333333333,0.0193339009424,100
153,0.809475806452,0.120275020599,bladder,2,0.8125,0.809475806452,adaboost,0.806451612903,0.00302419354839,2
154,0.873739919355,0.187716960907,bladder,2,0.91935483871,0.873739919355,adaboost,0.828125,0.0456149193548,5
155,0.873739919355,0.335862874985,bladder,2,0.91935483871,0.873739919355,adaboost,0.828125,0.0456149193548,10
156,0.873739919355,0.634603977203,bladder,2,0.91935483871,0.873739919355,adaboost,0.828125,0.0456149193548,20
157,0.858366935484,1.83555006981,bladder,2,0.935483870968,0.858366935484,adaboost,0.78125,0.0771169354839,60
158,0.865927419355,3.11086702347,bladder,2,0.91935483871,0.865927419355,adaboost,0.8125,0.0534274193548,100
159,0.889504804139,0.260246038437,bladder,3,0.926829268293,0.889504804139,adaboost,0.863636363636,0.027040292875,2
160,0.888396156689,0.611286878586,bladder,3,0.926829268293,0.888396156689,adaboost,0.829268292683,0.042432224965,5
161,0.944752402069,1.21155786514,bladder,3,0.975609756098,0.944752402069,adaboost,0.926829268293,0.0219142957565,10
162,0.944752402069,2.47970795631,bladder,3,0.975609756098,0.944752402069,adaboost,0.926829268293,0.0219142957565,20
163,0.952328159645,7.30169892311,bladder,3,0.975609756098,0.952328159645,adaboost,0.926829268293,0.0199761740602,60
164,0.936622320769,12.0287890434,bladder,3,0.951219512195,0.936622320769,adaboost,0.926829268293,0.0105207988511,100
165,0.889011396011,0.517442941666,bladder,5,0.961538461538,0.889011396011,adaboost,0.84,0.0447308777207,2
166,0.863678062678,1.21105098724,bladder,5,0.961538461538,0.863678062678,adaboost,0.791666666667,0.0567263013426,5
167,0.88996011396,2.38889598846,bladder,5,0.916666666667,0.88996011396,adaboost,0.851851851852,0.0245213766241,10
168,0.929774928775,4.73612880707,bladder,5,1,0.929774928775,adaboost,0.88,0.0453406790546,20
169,0.937111111111,14.1603050232,bladder,5,1,0.937111111111,adaboost,0.88,0.0527542637678,60
170,0.952851851852,23.5326170921,bladder,5,1,0.952851851852,adaboost,0.88,0.0458439531281,100
171,0.806898805078,0.269855976105,liver,2,0.834951456311,0.806898805078,bagging,0.778846153846,0.0280526512323,2
172,0.869585511576,0.589030981064,liver,2,0.873786407767,0.869585511576,bagging,0.865384615385,0.00420089619119,5
173,0.87425317401,1.1333091259,liver,2,0.903846153846,0.87425317401,bagging,0.844660194175,0.0295929798357,10
174,0.879387602689,2.36314105988,liver,2,0.912621359223,0.879387602689,bagging,0.846153846154,0.0332337565347,20
175,0.854975728155,6.87109494209,liver,2,0.875,0.854975728155,bagging,0.834951456311,0.0200242718447,60
176,0.864637789395,11.8022689819,liver,2,0.884615384615,0.864637789395,bagging,0.844660194175,0.0199775952203,100
177,0.830824503715,0.534014940262,liver,3,0.842857142857,0.830824503715,bagging,0.823529411765,0.00857218612134,2
178,0.903787601997,1.29581093788,liver,3,0.941176470588,0.903787601997,bagging,0.857142857143,0.0349253058324,5
179,0.85000811919,2.59303307533,liver,3,0.884057971014,0.85000811919,bagging,0.808823529412,0.0311259127316,10
180,0.879062639549,5.26387214661,liver,3,0.985507246377,0.879062639549,bagging,0.808823529412,0.0765393687508,20
181,0.879206755166,15.1844239235,liver,3,0.927536231884,0.879206755166,bagging,0.852941176471,0.0342171231015,60
182,0.869331790687,25.5206930637,liver,3,0.942028985507,0.869331790687,bagging,0.808823529412,0.0550596704138,100
183,0.802041973908,1.15064716339,liver,5,0.853658536585,0.802041973908,bagging,0.658536585366,0.0757829773754,2
184,0.884741917187,2.66653490067,liver,5,0.975609756098,0.884741917187,bagging,0.780487804878,0.0744037310649,5
185,0.889619965967,5.37540388107,liver,5,0.975609756098,0.889619965967,bagging,0.813953488372,0.0542983254976,10
186,0.904480998298,11.262406826,liver,5,0.975609756098,0.904480998298,bagging,0.790697674419,0.0654041909522,20
187,0.889846851957,32.2762520313,liver,5,0.951219512195,0.889846851957,bagging,0.790697674419,0.0669346356047,60
188,0.904254112309,54.2135128975,liver,5,0.975609756098,0.904254112309,bagging,0.813953488372,0.0608623517798,100
189,0.777679238237,0.212947845459,liver,2,0.798076923077,0.777679238237,dtree,0.757281553398,0,1
190,0.792102058215,0.443120956421,liver,3,0.814285714286,0.792102058215,dtree,0.779411764706,0,1
191,0.841520136132,1.00715994835,liver,5,0.951219512195,0.841520136132,dtree,0.744186046512,0,1
192,0.739217699776,0.0300869941711,liver,2,0.757281553398,0.739217699776,randomforest,0.721153846154,0.0180638536221,2
193,0.855209111277,0.0504760742188,liver,2,0.883495145631,0.855209111277,randomforest,0.826923076923,0.028286034354,5
194,0.850168035848,0.0684502124786,liver,2,0.865384615385,0.850168035848,randomforest,0.834951456311,0.015216579537,10
195,0.888769604182,0.119997024536,liver,2,0.913461538462,0.888769604182,randomforest,0.864077669903,0.0246919342793,20
196,0.908327109783,0.308413982391,liver,2,0.932038834951,0.908327109783,randomforest,0.884615384615,0.023711725168,60
197,0.903519417476,0.496202945709,liver,2,0.932038834951,0.903519417476,randomforest,0.875,0.0285194174757,100
198,0.763179474688,0.0527250766754,liver,3,0.797101449275,0.763179474688,randomforest,0.735294117647,0.0255912370978,2
199,0.840413266756,0.0763669013977,liver,3,0.898550724638,0.840413266756,randomforest,0.794117647059,0.0434491179185,5
200,0.898676572078,0.129680871964,liver,3,0.911764705882,0.898676572078,randomforest,0.885714285714,0.0106354117901,10
